CUT,partido,votos
07108,PARTIDO SOCIALISTA DE CHILE,293
07108,RENOVACION NACIONAL,278
07108,UNION DEMOCRATA INDEPENDIENTE,484
07109,EVOLUCION POLITICA,2472
07109,FEDERACION REGIONALISTA VERDE SOCIAL,793
07109,FRENTE AMPLIO,4861
07109,IND,73810
07109,PARTIDO ACCION HUMANISTA,823
07109,PARTIDO DE LA GENTE,3762
07109,PARTIDO DEMOCRATA CRISTIANO,2044
07109,PARTIDO DEMOCRATAS CHILE,182
07109,PARTIDO NACIONAL LIBERTARIO,1945
07109,PARTIDO RADICAL DE CHILE,906
07109,PARTIDO REPUBLICANO DE CHILE,3826
07109,PARTIDO SOCIAL CRISTIANO,1999
07109,PARTIDO SOCIALISTA DE CHILE,1354
07109,RENOVACION NACIONAL,1140
07109,UNION DEMOCRATA INDEPENDIENTE,2035
07110,EVOLUCION POLITICA,599
07110,FEDERACION REGIONALISTA VERDE SOCIAL,187
07110,FRENTE AMPLIO,923
07110,IND,17880
07110,PARTIDO ACCION HUMANISTA,190
07110,PARTIDO DE LA GENTE,927
07110,PARTIDO DEMOCRATA CRISTIANO,214
07110,PARTIDO DEMOCRATAS CHILE,35
07110,PARTIDO NACIONAL LIBERTARIO,423
07110,PARTIDO RADICAL DE CHILE,373
07110,PARTIDO REPUBLICANO DE CHILE,1148
07110,PARTIDO SOCIAL CRISTIANO,1200
07110,PARTIDO SOCIALISTA DE CHILE,212
07110,RENOVACION NACIONAL,197
07110,UNION DEMOCRATA INDEPENDIENTE,404
07201,FEDERACION REGIONALISTA VERDE SOCIAL,288
07201,FRENTE AMPLIO,270
07201,IND,67602
07201,PARTIDO ACCION HUMANISTA,1057
07201,PARTIDO DE LA GENTE,2747
07201,PARTIDO DEMOCRATA CRISTIANO,260
07201,PARTIDO DEMOCRATAS CHILE,293
07201,PARTIDO NACIONAL LIBERTARIO,967
07201,PARTIDO POR LA DEMOCRACIA,542
07201,PARTIDO RADICAL DE CHILE,7964
07201,PARTIDO REPUBLICANO DE CHILE,7190
07201,PARTIDO SOCIAL CRISTIANO,844
07201,PARTIDO SOCIALISTA DE CHILE,549
07201,RENOVACION NACIONAL,2174
07201,UNION DEMOCRATA INDEPENDIENTE,2123
07202,FEDERACION REGIONALISTA VERDE SOCIAL,70
07202,FRENTE AMPLIO,58
07202,IND,16468
07202,PARTIDO ACCION HUMANISTA,312
07202,PARTIDO DE LA GENTE,571
07202,PARTIDO DEMOCRATA CRISTIANO,60
07202,PARTIDO DEMOCRATAS CHILE,66
07202,PARTIDO NACIONAL LIBERTARIO,89
07202,PARTIDO POR LA DEMOCRACIA,544
07202,PARTIDO RADICAL DE CHILE,1933
07202,PARTIDO REPUBLICANO DE CHILE,1938
07202,PARTIDO SOCIAL CRISTIANO,297
07202,PARTIDO SOCIALISTA DE CHILE,77
07202,RENOVACION NACIONAL,493
07202,UNION DEMOCRATA INDEPENDIENTE,320
07203,FEDERACION REGIONALISTA VERDE SOCIAL,174
07203,FRENTE AMPLIO,56
07203,IND,14976
07203,PARTIDO ACCION HUMANISTA,194
07203,PARTIDO DE LA GENTE,273
07203,PARTIDO DEMOCRATA CRISTIANO,52
07203,PARTIDO DEMOCRATAS CHILE,30
07203,PARTIDO NACIONAL LIBERTARIO,142
07203,PARTIDO POR LA DEMOCRACIA,101
07203,PARTIDO RADICAL DE CHILE,1435
07203,PARTIDO REPUBLICANO DE CHILE,3617
07203,PARTIDO SOCIAL CRISTIANO,84
07203,PARTIDO SOCIALISTA DE CHILE,96
07203,RENOVACION NACIONAL,167
07203,UNION DEMOCRATA INDEPENDIENTE,270
07301,EVOLUCION POLITICA,3497
07301,FEDERACION REGIONALISTA VERDE SOCIAL,1648
07301,FRENTE AMPLIO,5348
07301,IND,232476
07301,PARTIDO ACCION HUMANISTA,2651
07301,PARTIDO DE LA GENTE,9475
07301,PARTIDO DEMOCRATA CRISTIANO,34722
07301,PARTIDO DEMOCRATAS CHILE,461
07301,PARTIDO NACIONAL LIBERTARIO,4276
07301,PARTIDO RADICAL DE CHILE,1376
07301,PARTIDO REPUBLICANO DE CHILE,16115
07301,PARTIDO SOCIAL CRISTIANO,1254
07301,PARTIDO SOCIALISTA DE CHILE,3980
07301,RENOVACION NACIONAL,2537
07301,UNION DEMOCRATA INDEPENDIENTE,7250
07302,EVOLUCION POLITICA,474
07302,FEDERACION REGIONALISTA VERDE SOCIAL,266
07302,FRENTE AMPLIO,341
07302,IND,18484
07302,PARTIDO ACCION HUMANISTA,379
07302,PARTIDO DE LA GENTE,692
07302,PARTIDO DEMOCRATA CRISTIANO,1764
07302,PARTIDO DEMOCRATAS CHILE,45
07302,PARTIDO NACIONAL LIBERTARIO,251
07302,PARTIDO RADICAL DE CHILE,386
07302,PARTIDO REPUBLICANO DE CHILE,1118
07302,PARTIDO SOCIAL CRISTIANO,138
07302,PARTIDO SOCIALISTA DE CHILE,331
07302,RENOVACION NACIONAL,194
07302,UNION DEMOCRATA INDEPENDIENTE,900
07303,EVOLUCION POLITICA,1599
07303,FEDERACION REGIONALISTA VERDE SOCIAL,86
07303,FRENTE AMPLIO,276
07303,IND,12452
07303,PARTIDO ACCION HUMANISTA,118
07303,PARTIDO DE LA GENTE,385
07303,PARTIDO DEMOCRATA CRISTIANO,743
07303,PARTIDO DEMOCRATAS CHILE,27
07303,PARTIDO NACIONAL LIBERTARIO,146
07303,PARTIDO RADICAL DE CHILE,293
07303,PARTIDO REPUBLICANO DE CHILE,397
07303,PARTIDO SOCIAL CRISTIANO,119
07303,PARTIDO SOCIALISTA DE CHILE,139
07303,RENOVACION NACIONAL,78
07303,UNION DEMOCRATA INDEPENDIENTE,685
07304,EVOLUCION POLITICA,802
07304,FEDERACION REGIONALISTA VERDE SOCIAL,465
07304,FRENTE AMPLIO,1316
07304,IND,77926
07304,PARTIDO ACCION HUMANISTA,540
07304,PARTIDO DE LA GENTE,2593
07304,PARTIDO DEMOCRATA CRISTIANO,18770
07304,PARTIDO DEMOCRATAS CHILE,108
07304,PARTIDO NACIONAL LIBERTARIO,963
07304,PARTIDO RADICAL DE CHILE,408
07304,PARTIDO REPUBLICANO DE CHILE,3816
07304,PARTIDO SOCIAL CRISTIANO,590
07304,PARTIDO SOCIALISTA DE CHILE,1087
07304,RENOVACION NACIONAL,596
07304,UNION DEMOCRATA INDEPENDIENTE,1463
07305,EVOLUCION POLITICA,408
07305,FEDERACION REGIONALISTA VERDE SOCIAL,188
07305,FRENTE AMPLIO,332
07305,IND,20034
07305,PARTIDO ACCION HUMANISTA,232
07305,PARTIDO DE LA GENTE,825
07305,PARTIDO DEMOCRATA CRISTIANO,2522
07305,PARTIDO DEMOCRATAS CHILE,51
07305,PARTIDO NACIONAL LIBERTARIO,246
07305,PARTIDO RADICAL DE CHILE,283
07305,PARTIDO REPUBLICANO DE CHILE,1567
07305,PARTIDO SOCIAL CRISTIANO,132
07305,PARTIDO SOCIALISTA DE CHILE,286
07305,RENOVACION NACIONAL,237
07305,UNION DEMOCRATA INDEPENDIENTE,592
07306,EVOLUCION POLITICA,603
07306,FEDERACION REGIONALISTA VERDE SOCIAL,342
07306,FRENTE AMPLIO,529
07306,IND,27992
07306,PARTIDO ACCION HUMANISTA,336
07306,PARTIDO DE LA GENTE,1340
07306,PARTIDO DEMOCRATA CRISTIANO,2855
07306,PARTIDO DEMOCRATAS CHILE,73
07306,PARTIDO NACIONAL LIBERTARIO,454
07306,PARTIDO RADICAL DE CHILE,205
07306,PARTIDO REPUBLICANO DE CHILE,2235
07306,PARTIDO SOCIAL CRISTIANO,242
07306,PARTIDO SOCIALISTA DE CHILE,481
07306,RENOVACION NACIONAL,416
07306,UNION DEMOCRATA INDEPENDIENTE,858
07307,EVOLUCION POLITICA,724
07307,FEDERACION REGIONALISTA VERDE SOCIAL,255
07307,FRENTE AMPLIO,448
07307,IND,31920
07307,PARTIDO ACCION HUMANISTA,274
07307,PARTIDO DE LA GENTE,1222
07307,PARTIDO DEMOCRATA CRISTIANO,5532
07307,PARTIDO DEMOCRATAS CHILE,53
07307,PARTIDO NACIONAL LIBERTARIO,264
07307,PARTIDO RADICAL DE CHILE,215
07307,PARTIDO REPUBLICANO DE CHILE,1699
07307,PARTIDO SOCIAL CRISTIANO,148
07307,PARTIDO SOCIALISTA DE CHILE,602
07307,RENOVACION NACIONAL,267
07307,UNION DEMOCRATA INDEPENDIENTE,1566
07308,EVOLUCION POLITICA,898
07308,FEDERACION REGIONALISTA VERDE SOCIAL,600
07308,FRENTE AMPLIO,906
07308,IND,50300
07308,PARTIDO ACCION HUMANISTA,607
07308,PARTIDO DE LA GENTE,2671
07308,PARTIDO DEMOCRATA CRISTIANO,5988
07308,PARTIDO DEMOCRATAS CHILE,128
07308,PARTIDO NACIONAL LIBERTARIO,844
07308,PARTIDO RADICAL DE CHILE,354
07308,PARTIDO REPUBLICANO DE CHILE,3801
07308,PARTIDO SOCIAL CRISTIANO,419
07308,PARTIDO SOCIALISTA DE CHILE,670
07308,RENOVACION NACIONAL,653
07308,UNION DEMOCRATA INDEPENDIENTE,1021
07309,EVOLUCION POLITICA,432
07309,FEDERACION REGIONALISTA VERDE SOCIAL,67
07309,FRENTE AMPLIO,201
07309,IND,8872
07309,PARTIDO ACCION HUMANISTA,105
07309,PARTIDO DE LA GENTE,234
07309,PARTIDO DEMOCRATA CRISTIANO,541
07309,PARTIDO DEMOCRATAS CHILE,27
07309,PARTIDO NACIONAL LIBERTARIO,96
07309,PARTIDO RADICAL DE CHILE,280
07309,PARTIDO REPUBLICANO DE CHILE,623
07309,PARTIDO SOCIAL CRISTIANO,67
07309,PARTIDO SOCIALISTA DE CHILE,87
07309,RENOVACION NACIONAL,171
07309,UNION DEMOCRATA INDEPENDIENTE,581
07401,FEDERACION REGIONALISTA VERDE SOCIAL,722
07401,FRENTE AMPLIO,766
07401,IND,152118
07401,PARTIDO ACCION HUMANISTA,3181
07401,PARTIDO DE LA GENTE,5599
07401,PARTIDO DEMOCRATA CRISTIANO,665
07401,PARTIDO DEMOCRATAS CHILE,2969
07401,PARTIDO NACIONAL LIBERTARIO,2086
07401,PARTIDO POR LA DEMOCRACIA,562
07401,PARTIDO RADICAL DE CHILE,6558
07401,PARTIDO REPUBLICANO DE CHILE,12800
07401,PARTIDO SOCIAL CRISTIANO,1164
07401,PARTIDO SOCIALISTA DE CHILE,13137
07401,RENOVACION NACIONAL,10420
07401,UNION DEMOCRATA INDEPENDIENTE,3501
07402,FEDERACION REGIONALISTA VERDE SOCIAL,198
07402,FRENTE AMPLIO,187
07402,IND,37138
07402,PARTIDO ACCION HUMANISTA,847
07402,PARTIDO DE LA GENTE,1816
07402,PARTIDO DEMOCRATA CRISTIANO,219
07402,PARTIDO DEMOCRATAS CHILE,216
07402,PARTIDO NACIONAL LIBERTARIO,434
07402,PARTIDO POR LA DEMOCRACIA,183
07402,PARTIDO RADICAL DE CHILE,2857
07402,PARTIDO REPUBLICANO DE CHILE,4219
07402,PARTIDO SOCIAL CRISTIANO,943
07402,PARTIDO SOCIALISTA DE CHILE,1020
07402,RENOVACION NACIONAL,1230
07402,UNION DEMOCRATA INDEPENDIENTE,688
07403,FEDERACION REGIONALISTA VERDE SOCIAL,176
07403,FRENTE AMPLIO,129
07403,IND,54896
07403,PARTIDO ACCION HUMANISTA,695
07403,PARTIDO DE LA GENTE,1600
07403,PARTIDO DEMOCRATA CRISTIANO,128
07403,PARTIDO DEMOCRATAS CHILE,166
07403,PARTIDO NACIONAL LIBERTARIO,488
07403,PARTIDO POR LA DEMOCRACIA,132
07403,PARTIDO RADICAL DE CHILE,3507
07403,PARTIDO REPUBLICANO DE CHILE,12619
07403,PARTIDO SOCIAL CRISTIANO,305
07403,PARTIDO SOCIALISTA DE CHILE,927
07403,RENOVACION NACIONAL,1186
07403,UNION DEMOCRATA INDEPENDIENTE,1656
07404,FEDERACION REGIONALISTA VERDE SOCIAL,273
07404,FRENTE AMPLIO,881
07404,IND,71006
07404,PARTIDO ACCION HUMANISTA,1133
07404,PARTIDO DE LA GENTE,2653
07404,PARTIDO DEMOCRATA CRISTIANO,297
07404,PARTIDO DEMOCRATAS CHILE,300
07404,PARTIDO NACIONAL LIBERTARIO,830
07404,PARTIDO POR LA DEMOCRACIA,239
07404,PARTIDO RADICAL DE CHILE,2812
07404,PARTIDO REPUBLICANO DE CHILE,3630
07404,PARTIDO SOCIAL CRISTIANO,410
07404,PARTIDO SOCIALISTA DE CHILE,916
07404,RENOVACION NACIONAL,8757
07404,UNION DEMOCRATA INDEPENDIENTE,6066
07405,FEDERACION REGIONALISTA VERDE SOCIAL,112
07405,FRENTE AMPLIO,140
07405,IND,35708
07405,PARTIDO ACCION HUMANISTA,489
07405,PARTIDO DE LA GENTE,1186
07405,PARTIDO DEMOCRATA CRISTIANO,99
07405,PARTIDO DEMOCRATAS CHILE,137
07405,PARTIDO NACIONAL LIBERTARIO,302
07405,PARTIDO POR LA DEMOCRACIA,94
07405,PARTIDO RADICAL DE CHILE,1339
07405,PARTIDO REPUBLICANO DE CHILE,1767
07405,PARTIDO SOCIAL CRISTIANO,222
07405,PARTIDO SOCIALISTA DE CHILE,340
07405,RENOVACION NACIONAL,8184
07405,UNION DEMOCRATA INDEPENDIENTE,910
07406,FEDERACION REGIONALISTA VERDE SOCIAL,552
07406,FRENTE AMPLIO,485
07406,IND,77544
07406,PARTIDO ACCION HUMANISTA,1775
07406,PARTIDO DE LA GENTE,4735
07406,PARTIDO DEMOCRATA CRISTIANO,566
07406,PARTIDO DEMOCRATAS CHILE,418
07406,PARTIDO NACIONAL LIBERTARIO,977
07406,PARTIDO POR LA DEMOCRACIA,548
07406,PARTIDO RADICAL DE CHILE,4292
07406,PARTIDO REPUBLICANO DE CHILE,6363
07406,PARTIDO SOCIAL CRISTIANO,4005
07406,PARTIDO SOCIALISTA DE CHILE,1415
07406,RENOVACION NACIONAL,1233
07406,UNION DEMOCRATA INDEPENDIENTE,2874
07407,FEDERACION REGIONALISTA VERDE SOCIAL,163
07407,FRENTE AMPLIO,135
07407,IND,27924
07407,PARTIDO ACCION HUMANISTA,672
07407,PARTIDO DE LA GENTE,1468
07407,PARTIDO DEMOCRATA CRISTIANO,209
07407,PARTIDO DEMOCRATAS CHILE,242
07407,PARTIDO NACIONAL LIBERTARIO,426
07407,PARTIDO POR LA DEMOCRACIA,153
07407,PARTIDO RADICAL DE CHILE,1720
07407,PARTIDO REPUBLICANO DE CHILE,2936
07407,PARTIDO SOCIAL CRISTIANO,664
07407,PARTIDO SOCIALISTA DE CHILE,729
07407,RENOVACION NACIONAL,571
07407,UNION DEMOCRATA INDEPENDIENTE,863
07408,FEDERACION REGIONALISTA VERDE SOCIAL,217
07408,FRENTE AMPLIO,138
07408,IND,32084
07408,PARTIDO ACCION HUMANISTA,739
07408,PARTIDO DE LA GENTE,1706
07408,PARTIDO DEMOCRATA CRISTIANO,172
07408,PARTIDO DEMOCRATAS CHILE,448
07408,PARTIDO NACIONAL LIBERTARIO,483
07408,PARTIDO POR LA DEMOCRACIA,220
07408,PARTIDO RADICAL DE CHILE,1495
07408,PARTIDO REPUBLICANO DE CHILE,2540
07408,PARTIDO SOCIAL CRISTIANO,804
07408,PARTIDO SOCIALISTA DE CHILE,1299
07408,RENOVACION NACIONAL,1604
07408,UNION DEMOCRATA INDEPENDIENTE,905
08101,FEDERACION REGIONALISTA VERDE SOCIAL,7074
08101,FRENTE AMPLIO,3847
08101,IGUALDAD,9176
08101,IND,343176
08101,INDEPENDIENTES,4841
08101,PARTIDO COMUNISTA DE CHILE,6912
08101,PARTIDO DE LA GENTE,12316
08101,PARTIDO DEMOCRATA CRISTIANO,24126
08101,PARTIDO DEMOCRATAS CHILE,3894
08101,PARTIDO ECOLOGISTA VERDE,10016
08101,PARTIDO LIBERAL DE CHILE,472
08101,PARTIDO NACIONAL LIBERTARIO,5043
08101,PARTIDO POR LA DEMOCRACIA,658
08101,PARTIDO RADICAL DE CHILE,356
08101,PARTIDO REPUBLICANO DE CHILE,19030
08101,PARTIDO SOCIAL CRISTIANO,19518
08101,PARTIDO SOCIALISTA DE CHILE,2830
08101,RENOVACION NACIONAL,2919
08101,UNION DEMOCRATA INDEPENDIENTE,13118
08102,FEDERACION REGIONALISTA VERDE SOCIAL,4958
08102,FRENTE AMPLIO,906
08102,IGUALDAD,3931
08102,IND,168996
08102,INDEPENDIENTES,1370
08102,PARTIDO COMUNISTA DE CHILE,5107
08102,PARTIDO DE LA GENTE,20575
08102,PARTIDO DEMOCRATA CRISTIANO,2585
08102,PARTIDO DEMOCRATAS CHILE,940
08102,PARTIDO ECOLOGISTA VERDE,3332
08102,PARTIDO LIBERAL DE CHILE,251
08102,PARTIDO NACIONAL LIBERTARIO,2017
08102,PARTIDO POR LA DEMOCRACIA,267
08102,PARTIDO RADICAL DE CHILE,177
08102,PARTIDO REPUBLICANO DE CHILE,4193
08102,PARTIDO SOCIAL CRISTIANO,8918
08102,PARTIDO SOCIALISTA DE CHILE,979
08102,RENOVACION NACIONAL,1406
08102,UNION DEMOCRATA INDEPENDIENTE,4958
08103,FEDERACION REGIONALISTA VERDE SOCIAL,2244
08103,FRENTE AMPLIO,1180
08103,IGUALDAD,2401
08103,IND,128678
08103,INDEPENDIENTES,866
08103,PARTIDO COMUNISTA DE CHILE,1872
08103,PARTIDO DE LA GENTE,5308
08103,PARTIDO DEMOCRATA CRISTIANO,2099
08103,PARTIDO DEMOCRATAS CHILE,1140
08103,PARTIDO ECOLOGISTA VERDE,2615
08103,PARTIDO LIBERAL DE CHILE,136
08103,PARTIDO NACIONAL LIBERTARIO,1557
08103,PARTIDO POR LA DEMOCRACIA,112
08103,PARTIDO RADICAL DE CHILE,454
08103,PARTIDO REPUBLICANO DE CHILE,5473
08103,PARTIDO SOCIAL CRISTIANO,6558
08103,PARTIDO SOCIALISTA DE CHILE,14779
08103,RENOVACION NACIONAL,896
08103,UNION DEMOCRATA INDEPENDIENTE,3552
08104,FEDERACION REGIONALISTA VERDE SOCIAL,544
08104,FRENTE AMPLIO,91
08104,IGUALDAD,357
08104,IND,20361
08104,INDEPENDIENTES,153
08104,PARTIDO COMUNISTA DE CHILE,180
08104,PARTIDO DE LA GENTE,881
08104,PARTIDO DEMOCRATA CRISTIANO,560
08104,PARTIDO DEMOCRATAS CHILE,195
08104,PARTIDO ECOLOGISTA VERDE,426
08104,PARTIDO LIBERAL DE CHILE,29
08104,PARTIDO NACIONAL LIBERTARIO,207
08104,PARTIDO POR LA DEMOCRACIA,39
08104,PARTIDO RADICAL DE CHILE,32
08104,PARTIDO REPUBLICANO DE CHILE,497
08104,PARTIDO SOCIAL CRISTIANO,739
08104,PARTIDO SOCIALISTA DE CHILE,131
08104,RENOVACION NACIONAL,104
08104,UNION DEMOCRATA INDEPENDIENTE,3113
08105,FEDERACION REGIONALISTA VERDE SOCIAL,1187
08105,FRENTE AMPLIO,264
08105,IGUALDAD,831
08105,IND,39900
08105,INDEPENDIENTES,344
08105,PARTIDO COMUNISTA DE CHILE,508
08105,PARTIDO DE LA GENTE,2461
08105,PARTIDO DEMOCRATA CRISTIANO,842
08105,PARTIDO DEMOCRATAS CHILE,304
08105,PARTIDO ECOLOGISTA VERDE,915
08105,PARTIDO LIBERAL DE CHILE,57
08105,PARTIDO NACIONAL LIBERTARIO,471
08105,PARTIDO POR LA DEMOCRACIA,106
08105,PARTIDO RADICAL DE CHILE,71
08105,PARTIDO REPUBLICANO DE CHILE,1133
08105,PARTIDO SOCIAL CRISTIANO,1710
08105,PARTIDO SOCIALISTA DE CHILE,2177
08105,RENOVACION NACIONAL,238
08105,UNION DEMOCRATA INDEPENDIENTE,1937
08106,EVOLUCION POLITICA,1103
08106,FEDERACION REGIONALISTA VERDE SOCIAL,663
08106,FRENTE AMPLIO,3527
08106,IGUALDAD,1440
08106,IND,75758
08106,PARTIDO DE LA GENTE,4556
08106,PARTIDO DEMOCRATA CRISTIANO,1141
08106,PARTIDO DEMOCRATAS CHILE,6351
08106,PARTIDO ECOLOGISTA VERDE,1426
08106,PARTIDO NACIONAL LIBERTARIO,1991
08106,PARTIDO RADICAL DE CHILE,855
08106,PARTIDO REPUBLICANO DE CHILE,2124
08106,PARTIDO SOCIAL CRISTIANO,720
08106,UNION DEMOCRATA INDEPENDIENTE,2542
08107,FEDERACION REGIONALISTA VERDE SOCIAL,2640
08107,FRENTE AMPLIO,515
08107,IGUALDAD,2010
08107,IND,78560
08107,INDEPENDIENTES,658
08107,PARTIDO COMUNISTA DE CHILE,1031
08107,PARTIDO DE LA GENTE,3545
08107,PARTIDO DEMOCRATA CRISTIANO,1809
08107,PARTIDO DEMOCRATAS CHILE,9011
08107,PARTIDO ECOLOGISTA VERDE,1564
08107,PARTIDO LIBERAL DE CHILE,104
08107,PARTIDO NACIONAL LIBERTARIO,750
08107,PARTIDO POR LA DEMOCRACIA,143
08107,PARTIDO RADICAL DE CHILE,51
08107,PARTIDO REPUBLICANO DE CHILE,1658
08107,PARTIDO SOCIAL CRISTIANO,3624
08107,PARTIDO SOCIALISTA DE CHILE,329
08107,RENOVACION NACIONAL,408
08107,UNION DEMOCRATA INDEPENDIENTE,2927
08108,FEDERACION REGIONALISTA VERDE SOCIAL,3823
08108,FRENTE AMPLIO,1777
08108,IGUALDAD,4041
08108,IND,187786
08108,INDEPENDIENTES,1855
08108,PARTIDO COMUNISTA DE CHILE,3243
08108,PARTIDO DE LA GENTE,10155
08108,PARTIDO DEMOCRATA CRISTIANO,5758
08108,PARTIDO DEMOCRATAS CHILE,1794
08108,PARTIDO ECOLOGISTA VERDE,8948
08108,PARTIDO LIBERAL DE CHILE,343
08108,PARTIDO NACIONAL LIBERTARIO,2764
08108,PARTIDO POR LA DEMOCRACIA,329
08108,PARTIDO RADICAL DE CHILE,202
08108,PARTIDO REPUBLICANO DE CHILE,12011
08108,PARTIDO SOCIAL CRISTIANO,9389
08108,PARTIDO SOCIALISTA DE CHILE,1876
08108,RENOVACION NACIONAL,2433
08108,UNION DEMOCRATA INDEPENDIENTE,6697
08109,FEDERACION REGIONALISTA VERDE SOCIAL,5214
08109,FRENTE AMPLIO,39
08109,IGUALDAD,226
08109,IND,24760
08109,INDEPENDIENTES,87
08109,PARTIDO COMUNISTA DE CHILE,110
08109,PARTIDO DE LA GENTE,857
08109,PARTIDO DEMOCRATA CRISTIANO,145
08109,PARTIDO DEMOCRATAS CHILE,109
08109,PARTIDO ECOLOGISTA VERDE,284
08109,PARTIDO LIBERAL DE CHILE,21
08109,PARTIDO NACIONAL LIBERTARIO,177
08109,PARTIDO POR LA DEMOCRACIA,13
08109,PARTIDO RADICAL DE CHILE,22
08109,PARTIDO REPUBLICANO DE CHILE,652
08109,PARTIDO SOCIAL CRISTIANO,1068
08109,PARTIDO SOCIALISTA DE CHILE,45
08109,RENOVACION NACIONAL,112
08109,UNION DEMOCRATA INDEPENDIENTE,1243
08110,FEDERACION REGIONALISTA VERDE SOCIAL,5806
08110,FRENTE AMPLIO,1937
08110,IGUALDAD,4666
08110,IND,226053
08110,INDEPENDIENTES,2327
08110,PARTIDO COMUNISTA DE CHILE,3835
08110,PARTIDO DE LA GENTE,12375
08110,PARTIDO DEMOCRATA CRISTIANO,5603
08110,PARTIDO DEMOCRATAS CHILE,1945
08110,PARTIDO ECOLOGISTA VERDE,7278
08110,PARTIDO LIBERAL DE CHILE,408
08110,PARTIDO NACIONAL LIBERTARIO,4237
08110,PARTIDO POR LA DEMOCRACIA,1738
08110,PARTIDO RADICAL DE CHILE,248
08110,PARTIDO REPUBLICANO DE CHILE,9278
08110,PARTIDO SOCIAL CRISTIANO,10075
08110,PARTIDO SOCIALISTA DE CHILE,2472
08110,RENOVACION NACIONAL,2440
08110,UNION DEMOCRATA INDEPENDIENTE,14171
08111,FEDERACION REGIONALISTA VERDE SOCIAL,4393
08111,FRENTE AMPLIO,539
08111,IGUALDAD,1905
08111,IND,90270
08111,INDEPENDIENTES,723
08111,PARTIDO COMUNISTA DE CHILE,1439
08111,PARTIDO DE LA GENTE,4103
08111,PARTIDO DEMOCRATA CRISTIANO,2303
08111,PARTIDO DEMOCRATAS CHILE,2154
08111,PARTIDO ECOLOGISTA VERDE,1784
08111,PARTIDO LIBERAL DE CHILE,172
08111,PARTIDO NACIONAL LIBERTARIO,1147
08111,PARTIDO POR LA DEMOCRACIA,119
08111,PARTIDO RADICAL DE CHILE,121
08111,PARTIDO REPUBLICANO DE CHILE,2481
08111,PARTIDO SOCIAL CRISTIANO,4032
08111,PARTIDO SOCIALISTA DE CHILE,508
08111,RENOVACION NACIONAL,3899
08111,UNION DEMOCRATA INDEPENDIENTE,4134
08112,FEDERACION REGIONALISTA VERDE SOCIAL,2905
08112,FRENTE AMPLIO,1141
08112,IGUALDAD,3212
08112,IND,141530
08112,INDEPENDIENTES,1516
08112,PARTIDO COMUNISTA DE CHILE,2376
08112,PARTIDO DE LA GENTE,7191
08112,PARTIDO DEMOCRATA CRISTIANO,3998
08112,PARTIDO DEMOCRATAS CHILE,1448
08112,PARTIDO ECOLOGISTA VERDE,3734
08112,PARTIDO LIBERAL DE CHILE,213
08112,PARTIDO NACIONAL LIBERTARIO,2049
08112,PARTIDO POR LA DEMOCRACIA,5824
08112,PARTIDO RADICAL DE CHILE,158
08112,PARTIDO REPUBLICANO DE CHILE,4774
08112,PARTIDO SOCIAL CRISTIANO,9469
08112,PARTIDO SOCIALISTA DE CHILE,1650
08112,RENOVACION NACIONAL,1325
08112,UNION DEMOCRATA INDEPENDIENTE,4865
08201,EVOLUCION POLITICA,433
08201,FEDERACION REGIONALISTA VERDE SOCIAL,866
08201,FRENTE AMPLIO,2291
08201,IGUALDAD,486
08201,IND,38724
08201,PARTIDO DE LA GENTE,1616
08201,PARTIDO DEMOCRATA CRISTIANO,757
08201,PARTIDO DEMOCRATAS CHILE,2022
08201,PARTIDO ECOLOGISTA VERDE,634
08201,PARTIDO NACIONAL LIBERTARIO,833
08201,PARTIDO RADICAL DE CHILE,500
08201,PARTIDO REPUBLICANO DE CHILE,1203
08201,PARTIDO SOCIAL CRISTIANO,183
08201,UNION DEMOCRATA INDEPENDIENTE,3088
08202,EVOLUCION POLITICA,679
08202,FEDERACION REGIONALISTA VERDE SOCIAL,258
08202,FRENTE AMPLIO,1899
08202,IGUALDAD,605
08202,IND,59110
08202,PARTIDO DE LA GENTE,2036
08202,PARTIDO DEMOCRATA CRISTIANO,482
08202,PARTIDO DEMOCRATAS CHILE,10687
08202,PARTIDO ECOLOGISTA VERDE,628
08202,PARTIDO NACIONAL LIBERTARIO,1163
08202,PARTIDO RADICAL DE CHILE,388
08202,PARTIDO REPUBLICANO DE CHILE,1198
08202,PARTIDO SOCIAL CRISTIANO,192
08202,UNION DEMOCRATA INDEPENDIENTE,4622
08203,EVOLUCION POLITICA,550
08203,FEDERACION REGIONALISTA VERDE SOCIAL,471
08203,FRENTE AMPLIO,3722
08203,IGUALDAD,588
08203,IND,53436
08203,PARTIDO DE LA GENTE,2334
08203,PARTIDO DEMOCRATA CRISTIANO,352
08203,PARTIDO DEMOCRATAS CHILE,2261
08203,PARTIDO ECOLOGISTA VERDE,756
08203,PARTIDO NACIONAL LIBERTARIO,1012
08203,PARTIDO RADICAL DE CHILE,639
08203,PARTIDO REPUBLICANO DE CHILE,2289
08203,PARTIDO SOCIAL CRISTIANO,174
08203,UNION DEMOCRATA INDEPENDIENTE,6614
08204,EVOLUCION POLITICA,116
08204,FEDERACION REGIONALISTA VERDE SOCIAL,132
08204,FRENTE AMPLIO,571
08204,IGUALDAD,100
08204,IND,10312
08204,PARTIDO DE LA GENTE,345
08204,PARTIDO DEMOCRATA CRISTIANO,58
08204,PARTIDO DEMOCRATAS CHILE,744
