CUT,partido,votos
13111,PARTIDO COMUNISTA DE CHILE,5246
13111,PARTIDO DE LA GENTE,8096
13111,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2217
13111,PARTIDO DEMOCRATA CRISTIANO,696
13111,PARTIDO DEMOCRATAS CHILE,604
13111,PARTIDO HUMANISTA,3315
13111,PARTIDO NACIONAL LIBERTARIO,4762
13111,PARTIDO POR LA DEMOCRACIA,2452
13111,PARTIDO REPUBLICANO DE CHILE,6947
13111,PARTIDO SOCIAL CRISTIANO,1856
13111,PARTIDO SOCIALISTA DE CHILE,948
13111,RENOVACION NACIONAL,5050
13111,UNION DEMOCRATA INDEPENDIENTE,2612
13112,EVOLUCION POLITICA,4018
13112,FEDERACION REGIONALISTA VERDE SOCIAL,261
13112,FRENTE AMPLIO,8738
13112,IND,150596
13112,PARTIDO ACCION HUMANISTA,7051
13112,PARTIDO ALIANZA VERDE POPULAR,461
13112,PARTIDO DE LA GENTE,2623
13112,PARTIDO DEMOCRATA CRISTIANO,777
13112,PARTIDO DEMOCRATAS CHILE,230
13112,PARTIDO HUMANISTA,2384
13112,PARTIDO LIBERAL DE CHILE,5874
13112,PARTIDO NACIONAL LIBERTARIO,4467
13112,PARTIDO POR LA DEMOCRACIA,304
13112,PARTIDO RADICAL DE CHILE,238
13112,PARTIDO REPUBLICANO DE CHILE,12343
13112,PARTIDO SOCIAL CRISTIANO,317
13112,RENOVACION NACIONAL,9112
13112,UNION DEMOCRATA INDEPENDIENTE,6608
13113,EVOLUCION POLITICA,19722
13113,FEDERACION REGIONALISTA VERDE SOCIAL,511
13113,FRENTE AMPLIO,17066
13113,IND,445556
13113,PARTIDO ACCION HUMANISTA,7922
13113,PARTIDO ALIANZA VERDE POPULAR,701
13113,PARTIDO DE LA GENTE,4121
13113,PARTIDO DEMOCRATA CRISTIANO,1786
13113,PARTIDO DEMOCRATAS CHILE,612
13113,PARTIDO HUMANISTA,3822
13113,PARTIDO LIBERAL DE CHILE,10854
13113,PARTIDO NACIONAL LIBERTARIO,18666
13113,PARTIDO POR LA DEMOCRACIA,586
13113,PARTIDO RADICAL DE CHILE,499
13113,PARTIDO REPUBLICANO DE CHILE,46982
13113,PARTIDO SOCIAL CRISTIANO,876
13113,RENOVACION NACIONAL,34924
13113,UNION DEMOCRATA INDEPENDIENTE,31451
13114,EVOLUCION POLITICA,6045
13114,FEDERACION REGIONALISTA VERDE SOCIAL,135
13114,FRENTE AMPLIO,2174
13114,IND,154986
13114,PARTIDO ACCION HUMANISTA,3583
13114,PARTIDO ALIANZA VERDE POPULAR,273
13114,PARTIDO DE LA GENTE,2136
13114,PARTIDO DEMOCRATA CRISTIANO,327
13114,PARTIDO DEMOCRATAS CHILE,158
13114,PARTIDO HUMANISTA,1230
13114,PARTIDO LIBERAL DE CHILE,2191
13114,PARTIDO NACIONAL LIBERTARIO,6338
13114,PARTIDO POR LA DEMOCRACIA,160
13114,PARTIDO RADICAL DE CHILE,83
13114,PARTIDO REPUBLICANO DE CHILE,16152
13114,PARTIDO SOCIAL CRISTIANO,267
13114,RENOVACION NACIONAL,12446
13114,UNION DEMOCRATA INDEPENDIENTE,15203
13115,FEDERACION REGIONALISTA VERDE SOCIAL,1108
13115,FRENTE AMPLIO,2496
13115,IND,235946
13115,PARTIDO ACCION HUMANISTA,8626
13115,PARTIDO ALIANZA VERDE POPULAR,2095
13115,PARTIDO COMUNISTA DE CHILE,7144
13115,PARTIDO DE LA GENTE,29152
13115,PARTIDO DEMOCRATA CRISTIANO,1477
13115,PARTIDO DEMOCRATAS CHILE,594
13115,PARTIDO HUMANISTA,4634
13115,PARTIDO NACIONAL LIBERTARIO,3775
13115,PARTIDO REPUBLICANO DE CHILE,6578
13115,PARTIDO SOCIAL CRISTIANO,6400
13115,PARTIDO SOCIALISTA DE CHILE,3471
13115,RENOVACION NACIONAL,4250
13115,UNION DEMOCRATA INDEPENDIENTE,1764
13116,EVOLUCION POLITICA,2085
13116,FEDERACION REGIONALISTA VERDE SOCIAL,750
13116,FRENTE AMPLIO,3891
13116,IND,140964
13116,PARTIDO ACCION HUMANISTA,1897
13116,PARTIDO ALIANZA VERDE POPULAR,1570
13116,PARTIDO COMUNISTA DE CHILE,4292
13116,PARTIDO DE LA GENTE,7708
13116,PARTIDO DEMOCRATAS CHILE,2209
13116,PARTIDO HUMANISTA,3389
13116,PARTIDO NACIONAL LIBERTARIO,3627
13116,PARTIDO POR LA DEMOCRACIA,4765
13116,PARTIDO REPUBLICANO DE CHILE,7641
13116,PARTIDO SOCIAL CRISTIANO,1106
13116,PARTIDO SOCIALISTA DE CHILE,3520
13116,RENOVACION NACIONAL,1183
13116,UNION DEMOCRATA INDEPENDIENTE,1997
13117,FEDERACION REGIONALISTA VERDE SOCIAL,1317
13117,FRENTE AMPLIO,13815
13117,IND,176780
13117,PARTIDO ACCION HUMANISTA,1168
13117,PARTIDO ALIANZA VERDE POPULAR,2177
13117,PARTIDO COMUNISTA DE CHILE,6284
13117,PARTIDO DE LA GENTE,5292
13117,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2087
13117,PARTIDO DEMOCRATA CRISTIANO,584
13117,PARTIDO DEMOCRATAS CHILE,919
13117,PARTIDO HUMANISTA,2870
13117,PARTIDO NACIONAL LIBERTARIO,5704
13117,PARTIDO POR LA DEMOCRACIA,4144
13117,PARTIDO REPUBLICANO DE CHILE,8488
13117,PARTIDO SOCIAL CRISTIANO,2019
13117,PARTIDO SOCIALISTA DE CHILE,854
13117,RENOVACION NACIONAL,8206
13117,UNION DEMOCRATA INDEPENDIENTE,5345
13118,FEDERACION REGIONALISTA VERDE SOCIAL,9035
13118,FRENTE AMPLIO,34269
13118,IND,722756
13118,PARTIDO ACCION HUMANISTA,4844
13118,PARTIDO COMUNISTA DE CHILE,45923
13118,PARTIDO DE LA GENTE,35684
13118,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,4095
13118,PARTIDO DEMOCRATA CRISTIANO,13424
13118,PARTIDO DEMOCRATAS CHILE,8367
13118,PARTIDO HUMANISTA,15262
13118,PARTIDO LIBERAL DE CHILE,13831
13118,PARTIDO NACIONAL LIBERTARIO,19873
13118,PARTIDO RADICAL DE CHILE,4411
13118,PARTIDO REPUBLICANO DE CHILE,48389
13118,PARTIDO SOCIAL CRISTIANO,4528
13118,RENOVACION NACIONAL,15895
13118,UNION DEMOCRATA INDEPENDIENTE,11059
13119,EVOLUCION POLITICA,1757
13119,FEDERACION REGIONALISTA VERDE SOCIAL,4484
13119,FRENTE AMPLIO,6939
13119,IND,139660
13119,PARTIDO ACCION HUMANISTA,289
13119,PARTIDO ALIANZA VERDE POPULAR,907
13119,PARTIDO COMUNISTA DE CHILE,5419
13119,PARTIDO DE LA GENTE,6616
13119,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2364
13119,PARTIDO DEMOCRATA CRISTIANO,805
13119,PARTIDO HUMANISTA,3319
13119,PARTIDO NACIONAL LIBERTARIO,2417
13119,PARTIDO POR LA DEMOCRACIA,1510
13119,PARTIDO RADICAL DE CHILE,405
13119,PARTIDO REPUBLICANO DE CHILE,6337
13119,PARTIDO SOCIAL CRISTIANO,1289
13119,PARTIDO SOCIALISTA DE CHILE,1848
13119,RENOVACION NACIONAL,2809
13119,UNION DEMOCRATA INDEPENDIENTE,514
13120,FEDERACION REGIONALISTA VERDE SOCIAL,1279
13120,FRENTE AMPLIO,37529
13120,IND,366350
13120,PARTIDO ACCION HUMANISTA,1737
13120,PARTIDO ALIANZA VERDE POPULAR,1552
13120,PARTIDO COMUNISTA DE CHILE,16176
13120,PARTIDO DE LA GENTE,5120
13120,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2858
13120,PARTIDO DEMOCRATA CRISTIANO,1229
13120,PARTIDO DEMOCRATAS CHILE,2733
13120,PARTIDO HUMANISTA,4629
13120,PARTIDO NACIONAL LIBERTARIO,9840
13120,PARTIDO POR LA DEMOCRACIA,10807
13120,PARTIDO REPUBLICANO DE CHILE,17854
13120,PARTIDO SOCIAL CRISTIANO,3923
13120,PARTIDO SOCIALISTA DE CHILE,2484
13120,RENOVACION NACIONAL,23005
13120,UNION DEMOCRATA INDEPENDIENTE,16693
13121,EVOLUCION POLITICA,2110
13121,FEDERACION REGIONALISTA VERDE SOCIAL,2494
13121,FRENTE AMPLIO,8720
13121,IND,150932
13121,PARTIDO ACCION HUMANISTA,380
13121,PARTIDO ALIANZA VERDE POPULAR,970
13121,PARTIDO COMUNISTA DE CHILE,7354
13121,PARTIDO DE LA GENTE,6488
13121,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2373
13121,PARTIDO DEMOCRATA CRISTIANO,895
13121,PARTIDO HUMANISTA,3545
13121,PARTIDO NACIONAL LIBERTARIO,2976
13121,PARTIDO POR LA DEMOCRACIA,1296
13121,PARTIDO RADICAL DE CHILE,433
13121,PARTIDO REPUBLICANO DE CHILE,7483
13121,PARTIDO SOCIAL CRISTIANO,1533
13121,PARTIDO SOCIALISTA DE CHILE,3428
13121,RENOVACION NACIONAL,3848
13121,UNION DEMOCRATA INDEPENDIENTE,846
13122,EVOLUCION POLITICA,3129
13122,FEDERACION REGIONALISTA VERDE SOCIAL,709
13122,FRENTE AMPLIO,15933
13122,IND,336294
13122,PARTIDO ACCION HUMANISTA,14108
13122,PARTIDO ALIANZA VERDE POPULAR,1535
13122,PARTIDO DE LA GENTE,14944
13122,PARTIDO DEMOCRATA CRISTIANO,1547
13122,PARTIDO DEMOCRATAS CHILE,499
13122,PARTIDO HUMANISTA,8556
13122,PARTIDO LIBERAL DE CHILE,12353
13122,PARTIDO NACIONAL LIBERTARIO,13099
13122,PARTIDO POR LA DEMOCRACIA,862
13122,PARTIDO RADICAL DE CHILE,763
13122,PARTIDO REPUBLICANO DE CHILE,17688
13122,PARTIDO SOCIAL CRISTIANO,1378
13122,RENOVACION NACIONAL,21335
13122,UNION DEMOCRATA INDEPENDIENTE,4354
13123,FEDERACION REGIONALISTA VERDE SOCIAL,783
13123,FRENTE AMPLIO,22624
13123,IND,248268
13123,PARTIDO ACCION HUMANISTA,950
13123,PARTIDO ALIANZA VERDE POPULAR,833
13123,PARTIDO COMUNISTA DE CHILE,6929
13123,PARTIDO DE LA GENTE,2191
13123,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,1320
13123,PARTIDO DEMOCRATA CRISTIANO,927
13123,PARTIDO DEMOCRATAS CHILE,1851
13123,PARTIDO HUMANISTA,2561
13123,PARTIDO NACIONAL LIBERTARIO,7624
13123,PARTIDO POR LA DEMOCRACIA,8780
13123,PARTIDO REPUBLICANO DE CHILE,14232
13123,PARTIDO SOCIAL CRISTIANO,2154
13123,PARTIDO SOCIALISTA DE CHILE,1849
13123,RENOVACION NACIONAL,18125
13123,UNION DEMOCRATA INDEPENDIENTE,16866
13124,EVOLUCION POLITICA,2768
13124,FEDERACION REGIONALISTA VERDE SOCIAL,711
13124,FRENTE AMPLIO,4604
13124,IND,165584
13124,PARTIDO ACCION HUMANISTA,1986
13124,PARTIDO ALIANZA VERDE POPULAR,1627
13124,PARTIDO COMUNISTA DE CHILE,4351
13124,PARTIDO DE LA GENTE,6971
13124,PARTIDO DEMOCRATAS CHILE,2994
13124,PARTIDO HUMANISTA,4039
13124,PARTIDO NACIONAL LIBERTARIO,4931
13124,PARTIDO POR LA DEMOCRACIA,3620
13124,PARTIDO REPUBLICANO DE CHILE,9631
13124,PARTIDO SOCIAL CRISTIANO,1277
13124,PARTIDO SOCIALISTA DE CHILE,8156
13124,RENOVACION NACIONAL,1577
13124,UNION DEMOCRATA INDEPENDIENTE,4183
13125,FEDERACION REGIONALISTA VERDE SOCIAL,3107
13125,FRENTE AMPLIO,6042
13125,IND,315712
13125,PARTIDO ACCION HUMANISTA,3572
13125,PARTIDO COMUNISTA DE CHILE,22465
13125,PARTIDO DE LA GENTE,20121
13125,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2040
13125,PARTIDO DEMOCRATA CRISTIANO,6410
13125,PARTIDO DEMOCRATAS CHILE,4418
13125,PARTIDO HUMANISTA,7763
13125,PARTIDO LIBERAL DE CHILE,2812
13125,PARTIDO NACIONAL LIBERTARIO,8394
13125,PARTIDO RADICAL DE CHILE,2031
13125,PARTIDO REPUBLICANO DE CHILE,17808
13125,PARTIDO SOCIAL CRISTIANO,2386
13125,RENOVACION NACIONAL,5710
13125,UNION DEMOCRATA INDEPENDIENTE,4143
13126,FEDERACION REGIONALISTA VERDE SOCIAL,3298
13126,FRENTE AMPLIO,5173
13126,IND,273808
13126,PARTIDO ACCION HUMANISTA,2712
13126,PARTIDO COMUNISTA DE CHILE,18450
13126,PARTIDO DE LA GENTE,17494
13126,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,1747
13126,PARTIDO DEMOCRATA CRISTIANO,4819
13126,PARTIDO DEMOCRATAS CHILE,3358
13126,PARTIDO HUMANISTA,6095
13126,PARTIDO LIBERAL DE CHILE,3166
13126,PARTIDO NACIONAL LIBERTARIO,6980
13126,PARTIDO RADICAL DE CHILE,1932
13126,PARTIDO REPUBLICANO DE CHILE,13975
13126,PARTIDO SOCIAL CRISTIANO,1936
13126,RENOVACION NACIONAL,9688
13126,UNION DEMOCRATA INDEPENDIENTE,3862
13127,EVOLUCION POLITICA,3483
13127,FEDERACION REGIONALISTA VERDE SOCIAL,1139
13127,FRENTE AMPLIO,5000
13127,IND,221136
13127,PARTIDO ACCION HUMANISTA,3199
13127,PARTIDO ALIANZA VERDE POPULAR,2557
13127,PARTIDO COMUNISTA DE CHILE,8597
13127,PARTIDO DE LA GENTE,9914
13127,PARTIDO DEMOCRATAS CHILE,2831
13127,PARTIDO HUMANISTA,4782
13127,PARTIDO NACIONAL LIBERTARIO,5265
13127,PARTIDO POR LA DEMOCRACIA,7845
13127,PARTIDO REPUBLICANO DE CHILE,12681
13127,PARTIDO SOCIAL CRISTIANO,2882
13127,PARTIDO SOCIALISTA DE CHILE,5607
13127,RENOVACION NACIONAL,2102
13127,UNION DEMOCRATA INDEPENDIENTE,4384
13128,EVOLUCION POLITICA,2253
13128,FEDERACION REGIONALISTA VERDE SOCIAL,986
13128,FRENTE AMPLIO,7249
13128,IND,201786
13128,PARTIDO ACCION HUMANISTA,2207
13128,PARTIDO ALIANZA VERDE POPULAR,2119
13128,PARTIDO COMUNISTA DE CHILE,6598
13128,PARTIDO DE LA GENTE,12219
13128,PARTIDO DEMOCRATAS CHILE,1863
13128,PARTIDO HUMANISTA,4458
13128,PARTIDO NACIONAL LIBERTARIO,4749
13128,PARTIDO POR LA DEMOCRACIA,2409
13128,PARTIDO REPUBLICANO DE CHILE,11893
13128,PARTIDO SOCIAL CRISTIANO,1841
13128,PARTIDO SOCIALISTA DE CHILE,9038
13128,RENOVACION NACIONAL,1375
13128,UNION DEMOCRATA INDEPENDIENTE,2443
13129,FEDERACION REGIONALISTA VERDE SOCIAL,730
13129,FRENTE AMPLIO,12228
13129,IND,138368
13129,PARTIDO ACCION HUMANISTA,828
13129,PARTIDO ALIANZA VERDE POPULAR,1485
13129,PARTIDO COMUNISTA DE CHILE,5406
13129,PARTIDO DE LA GENTE,5434
13129,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,1878
13129,PARTIDO DEMOCRATA CRISTIANO,405
13129,PARTIDO DEMOCRATAS CHILE,544
13129,PARTIDO HUMANISTA,2867
13129,PARTIDO NACIONAL LIBERTARIO,3921
13129,PARTIDO POR LA DEMOCRACIA,2212
13129,PARTIDO REPUBLICANO DE CHILE,4982
13129,PARTIDO SOCIAL CRISTIANO,1618
13129,PARTIDO SOCIALISTA DE CHILE,761
13129,RENOVACION NACIONAL,5031
13129,UNION DEMOCRATA INDEPENDIENTE,2754
13130,EVOLUCION POLITICA,5018
13130,FEDERACION REGIONALISTA VERDE SOCIAL,8621
13130,FRENTE AMPLIO,12807
13130,IND,186442
13130,PARTIDO ACCION HUMANISTA,355
13130,PARTIDO ALIANZA VERDE POPULAR,838
13130,PARTIDO COMUNISTA DE CHILE,5559
13130,PARTIDO DE LA GENTE,4844
13130,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,1553
13130,PARTIDO DEMOCRATA CRISTIANO,1193
13130,PARTIDO HUMANISTA,3096
13130,PARTIDO NACIONAL LIBERTARIO,5203
13130,PARTIDO POR LA DEMOCRACIA,1403
13130,PARTIDO RADICAL DE CHILE,474
13130,PARTIDO REPUBLICANO DE CHILE,13252
13130,PARTIDO SOCIAL CRISTIANO,1523
13130,PARTIDO SOCIALISTA DE CHILE,2373
13130,RENOVACION NACIONAL,5477
13130,UNION DEMOCRATA INDEPENDIENTE,3142
13131,EVOLUCION POLITICA,1929
13131,FEDERACION REGIONALISTA VERDE SOCIAL,6338
13131,FRENTE AMPLIO,4260
13131,IND,129841
13131,PARTIDO ACCION HUMANISTA,237
13131,PARTIDO ALIANZA VERDE POPULAR,801
13131,PARTIDO COMUNISTA DE CHILE,3298
13131,PARTIDO DE LA GENTE,6034
13131,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,1891
13131,PARTIDO DEMOCRATA CRISTIANO,785
13131,PARTIDO HUMANISTA,2718
13131,PARTIDO NACIONAL LIBERTARIO,2573
13131,PARTIDO POR LA DEMOCRACIA,1460
13131,PARTIDO RADICAL DE CHILE,931
13131,PARTIDO REPUBLICANO DE CHILE,6743
13131,PARTIDO SOCIAL CRISTIANO,1204
13131,PARTIDO SOCIALISTA DE CHILE,3229
13131,RENOVACION NACIONAL,1993
13131,UNION DEMOCRATA INDEPENDIENTE,1570
13132,EVOLUCION POLITICA,8411
13132,FEDERACION REGIONALISTA VERDE SOCIAL,93
13132,FRENTE AMPLIO,3251
13132,IND,140695
13132,PARTIDO ACCION HUMANISTA,1418
13132,PARTIDO ALIANZA VERDE POPULAR,141
13132,PARTIDO DE LA GENTE,651
13132,PARTIDO DEMOCRATA CRISTIANO,501
13132,PARTIDO DEMOCRATAS CHILE,176
13132,PARTIDO HUMANISTA,759
13132,PARTIDO LIBERAL DE CHILE,2238
13132,PARTIDO NACIONAL LIBERTARIO,4896
13132,PARTIDO POR LA DEMOCRACIA,135
13132,PARTIDO RADICAL DE CHILE,103
13132,PARTIDO REPUBLICANO DE CHILE,18750
13132,PARTIDO SOCIAL CRISTIANO,156
13132,RENOVACION NACIONAL,12802
13132,UNION DEMOCRATA INDEPENDIENTE,11401
13201,FEDERACION REGIONALISTA VERDE SOCIAL,4325
13201,FRENTE AMPLIO,11603
13201,IND,765309
13201,PARTIDO ACCION HUMANISTA,54938
13201,PARTIDO ALIANZA VERDE POPULAR,5678
13201,PARTIDO COMUNISTA DE CHILE,24373
13201,PARTIDO DE LA GENTE,60097
13201,PARTIDO DEMOCRATA CRISTIANO,4095
13201,PARTIDO DEMOCRATAS CHILE,2347
13201,PARTIDO HUMANISTA,15264
13201,PARTIDO NACIONAL LIBERTARIO,16032
13201,PARTIDO REPUBLICANO DE CHILE,33746
13201,PARTIDO SOCIAL CRISTIANO,16217
13201,PARTIDO SOCIALISTA DE CHILE,10359
13201,RENOVACION NACIONAL,32084
13201,UNION DEMOCRATA INDEPENDIENTE,6423
13202,FEDERACION REGIONALISTA VERDE SOCIAL,293
13202,FRENTE AMPLIO,514
13202,IND,46688
13202,PARTIDO ACCION HUMANISTA,2902
13202,PARTIDO ALIANZA VERDE POPULAR,278
13202,PARTIDO COMUNISTA DE CHILE,1332
13202,PARTIDO DE LA GENTE,3299
13202,PARTIDO DEMOCRATA CRISTIANO,255
13202,PARTIDO DEMOCRATAS CHILE,458
13202,PARTIDO HUMANISTA,828
13202,PARTIDO NACIONAL LIBERTARIO,1281
13202,PARTIDO REPUBLICANO DE CHILE,2896
13202,PARTIDO SOCIAL CRISTIANO,932
13202,PARTIDO SOCIALISTA DE CHILE,431
13202,RENOVACION NACIONAL,2825
13202,UNION DEMOCRATA INDEPENDIENTE,510
13203,FEDERACION REGIONALISTA VERDE SOCIAL,222
13203,FRENTE AMPLIO,317
13203,IND,29592
13203,PARTIDO ACCION HUMANISTA,2125
13203,PARTIDO ALIANZA VERDE POPULAR,187
13203,PARTIDO COMUNISTA DE CHILE,1017
13203,PARTIDO DE LA GENTE,2253
13203,PARTIDO DEMOCRATA CRISTIANO,183
13203,PARTIDO DEMOCRATAS CHILE,43
13203,PARTIDO HUMANISTA,496
13203,PARTIDO NACIONAL LIBERTARIO,633
13203,PARTIDO REPUBLICANO DE CHILE,1222
13203,PARTIDO SOCIAL CRISTIANO,380
13203,PARTIDO SOCIALISTA DE CHILE,510
13203,RENOVACION NACIONAL,1091
13203,UNION DEMOCRATA INDEPENDIENTE,261
13301,FEDERACION REGIONALISTA VERDE SOCIAL,991
13301,FRENTE AMPLIO,1389
13301,IND,199258
13301,PARTIDO ACCION HUMANISTA,1329
13301,PARTIDO COMUNISTA DE CHILE,8510
13301,PARTIDO DE LA GENTE,8142
13301,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,749
13301,PARTIDO DEMOCRATA CRISTIANO,3523
13301,PARTIDO DEMOCRATAS CHILE,1725
13301,PARTIDO HUMANISTA,2997
13301,PARTIDO LIBERAL DE CHILE,1036
13301,PARTIDO NACIONAL LIBERTARIO,6281
13301,PARTIDO RADICAL DE CHILE,858
13301,PARTIDO REPUBLICANO DE CHILE,16691
13301,PARTIDO SOCIAL CRISTIANO,893
13301,RENOVACION NACIONAL,5368
13301,UNION DEMOCRATA INDEPENDIENTE,20364
13302,FEDERACION REGIONALISTA VERDE SOCIAL,1269
13302,FRENTE AMPLIO,2094
13302,IND,141962
13302,PARTIDO ACCION HUMANISTA,1129
13302,PARTIDO COMUNISTA DE CHILE,6474
13302,PARTIDO DE LA GENTE,10532
13302,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,873
13302,PARTIDO DEMOCRATA CRISTIANO,2555
13302,PARTIDO DEMOCRATAS CHILE,1770
13302,PARTIDO HUMANISTA,2734
13302,PARTIDO LIBERAL DE CHILE,1029
13302,PARTIDO NACIONAL LIBERTARIO,3873
13302,PARTIDO RADICAL DE CHILE,1142
13302,PARTIDO REPUBLICANO DE CHILE,8945
13302,PARTIDO SOCIAL CRISTIANO,924
13302,RENOVACION NACIONAL,3320
13302,UNION DEMOCRATA INDEPENDIENTE,5752
13303,FEDERACION REGIONALISTA VERDE SOCIAL,244
13303,FRENTE AMPLIO,378
13303,IND,29356
13303,PARTIDO ACCION HUMANISTA,259
13303,PARTIDO COMUNISTA DE CHILE,1382
13303,PARTIDO DE LA GENTE,2170
13303,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,168
13303,PARTIDO DEMOCRATA CRISTIANO,525
13303,PARTIDO DEMOCRATAS CHILE,358
13303,PARTIDO HUMANISTA,597
13303,PARTIDO LIBERAL DE CHILE,267
13303,PARTIDO NACIONAL LIBERTARIO,900
13303,PARTIDO RADICAL DE CHILE,174
13303,PARTIDO REPUBLICANO DE CHILE,1693
13303,PARTIDO SOCIAL CRISTIANO,162
13303,RENOVACION NACIONAL,481
13303,UNION DEMOCRATA INDEPENDIENTE,1302
13401,EVOLUCION POLITICA,501
13401,FEDERACION REGIONALISTA VERDE SOCIAL,3199
13401,FRENTE AMPLIO,10783
13401,IND,405657
13401,PARTIDO ACCION HUMANISTA,968
13401,PARTIDO ALIANZA VERDE POPULAR,2387
13401,PARTIDO COMUNISTA DE CHILE,16131
13401,PARTIDO DE LA GENTE,20920
13401,PARTIDO DEMOCRATA CRISTIANO,1295
13401,PARTIDO HUMANISTA,8588
13401,PARTIDO NACIONAL LIBERTARIO,8815
13401,PARTIDO POR LA DEMOCRACIA,8396
13401,PARTIDO RADICAL DE CHILE,16205
13401,PARTIDO REPUBLICANO DE CHILE,19956
13401,PARTIDO SOCIAL CRISTIANO,3670
13401,PARTIDO SOCIALISTA DE CHILE,10782
13401,RENOVACION NACIONAL,11000
13401,UNION DEMOCRATA INDEPENDIENTE,11073
13402,EVOLUCION POLITICA,227
13402,FEDERACION REGIONALISTA VERDE SOCIAL,1618
13402,FRENTE AMPLIO,5154
13402,IND,161876
13402,PARTIDO ACCION HUMANISTA,436
13402,PARTIDO ALIANZA VERDE POPULAR,1265
13402,PARTIDO COMUNISTA DE CHILE,5875
13402,PARTIDO DE LA GENTE,8008
13402,PARTIDO DEMOCRATA CRISTIANO,535
13402,PARTIDO HUMANISTA,2985
13402,PARTIDO NACIONAL LIBERTARIO,3021
13402,PARTIDO POR LA DEMOCRACIA,3152
13402,PARTIDO RADICAL DE CHILE,521
13402,PARTIDO REPUBLICANO DE CHILE,17176
13402,PARTIDO SOCIAL CRISTIANO,1112
13402,PARTIDO SOCIALISTA DE CHILE,3367
13402,RENOVACION NACIONAL,4134
13402,UNION DEMOCRATA INDEPENDIENTE,5543
13403,EVOLUCION POLITICA,86
13403,FEDERACION REGIONALISTA VERDE SOCIAL,279
13403,FRENTE AMPLIO,1366
13403,IND,41468
13403,PARTIDO ACCION HUMANISTA,87
13403,PARTIDO ALIANZA VERDE POPULAR,194
13403,PARTIDO COMUNISTA DE CHILE,1064
13403,PARTIDO DE LA GENTE,1440
13403,PARTIDO DEMOCRATA CRISTIANO,135
13403,PARTIDO HUMANISTA,549
13403,PARTIDO NACIONAL LIBERTARIO,1031
13403,PARTIDO POR LA DEMOCRACIA,1027
13403,PARTIDO RADICAL DE CHILE,188
13403,PARTIDO REPUBLICANO DE CHILE,3542
13403,PARTIDO SOCIAL CRISTIANO,272
13403,PARTIDO SOCIALISTA DE CHILE,1343
13403,RENOVACION NACIONAL,2173
13403,UNION DEMOCRATA INDEPENDIENTE,1922
13404,EVOLUCION POLITICA,93
13404,FEDERACION REGIONALISTA VERDE SOCIAL,790
13404,FRENTE AMPLIO,4430
13404,IND,114786
13404,PARTIDO ACCION HUMANISTA,225
13404,PARTIDO ALIANZA VERDE POPULAR,609
13404,PARTIDO COMUNISTA DE CHILE,3135
13404,PARTIDO DE LA GENTE,3969
13404,PARTIDO DEMOCRATA CRISTIANO,258
13404,PARTIDO HUMANISTA,1634
13404,PARTIDO NACIONAL LIBERTARIO,1480
13404,PARTIDO POR LA DEMOCRACIA,1277
13404,PARTIDO RADICAL DE CHILE,385
13404,PARTIDO REPUBLICANO DE CHILE,21216
13404,PARTIDO SOCIAL CRISTIANO,672
13404,PARTIDO SOCIALISTA DE CHILE,2121
13404,RENOVACION NACIONAL,1432
13404,UNION DEMOCRATA INDEPENDIENTE,2655
13501,EVOLUCION POLITICA,225
13501,FEDERACION REGIONALISTA VERDE SOCIAL,8387
13501,FRENTE AMPLIO,6743
13501,IND,193204
13501,PARTIDO ACCION HUMANISTA,446
13501,PARTIDO ALIANZA VERDE POPULAR,1049
13501,PARTIDO COMUNISTA DE CHILE,4469
13501,PARTIDO DE LA GENTE,9327
13501,PARTIDO DEMOCRATA CRISTIANO,653
13501,PARTIDO HUMANISTA,2733
13501,PARTIDO NACIONAL LIBERTARIO,3534
13501,PARTIDO POR LA DEMOCRACIA,4079
13501,PARTIDO RADICAL DE CHILE,264
13501,PARTIDO REPUBLICANO DE CHILE,8797
13501,PARTIDO SOCIAL CRISTIANO,1429
13501,PARTIDO SOCIALISTA DE CHILE,3819
13501,RENOVACION NACIONAL,6660
13501,UNION DEMOCRATA INDEPENDIENTE,11048
13502,EVOLUCION POLITICA,12
13502,FEDERACION REGIONALISTA VERDE SOCIAL,126
13502,FRENTE AMPLIO,116
13502,IND,11482
13502,PARTIDO ACCION HUMANISTA,20
13502,PARTIDO ALIANZA VERDE POPULAR,79
13502,PARTIDO COMUNISTA DE CHILE,256
13502,PARTIDO DE LA GENTE,469
13502,PARTIDO DEMOCRATA CRISTIANO,46
13502,PARTIDO HUMANISTA,169
13502,PARTIDO NACIONAL LIBERTARIO,224
